name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
JM supply selector 528	1	100	1	0	1			1	1		0	1	1	0	528	rsc	jm_selector_528	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 529	1	100	1	0	1			1	1		0	1	1	0	529	rsc	jm_selector_529	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52a	1	100	1	0	1			1	1		0	1	1	0	52a	rsc	jm_selector_52a	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52b	1	100	1	0	1			1	1		0	1	1	0	52b	rsc	jm_selector_52b	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52c	1	100	1	0	1			1	1		0	1	1	0	52c	rsc	jm_selector_52c	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52d	1	100	1	0	1			1	1		0	1	1	0	52d	rsc	jm_selector_52d	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52e	1	100	1	0	1			1	1		0	1	1	0	52e	rsc	jm_selector_52e	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52f	1	100	1	0	1			1	1		0	1	1	0	52f	rsc	jm_selector_52f	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52g	1	100	1	0	1			1	1		0	1	1	0	52g	rsc	jm_selector_52g	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52h	1	100	1	0	1			1	1		0	1	1	0	52h	rsc	jm_selector_52h	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52i	1	100	1	0	1			1	1		0	1	1	0	52i	rsc	jm_selector_52i	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52j	1	100	1	0	1			1	1		0	1	1	0	52j	rsc	jm_selector_52j	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52k	1	100	1	0	1			1	1		0	1	1	0	52k	rsc	jm_selector_52k	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52l	1	100	1	0	1			1	1		0	1	1	0	52l	rsc	jm_selector_52l	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52m	1	100	1	0	1			1	1		0	1	1	0	52m	rsc	jm_selector_52m	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52n	1	100	1	0	1			1	1		0	1	1	0	52n	rsc	jm_selector_52n	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52o	1	100	1	0	1			1	1		0	1	1	0	52o	rsc	jm_selector_52o	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52p	1	100	1	0	1			1	1		0	1	1	0	52p	rsc	jm_selector_52p	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52q	1	100	1	0	1			1	1		0	1	1	0	52q	rsc	jm_selector_52q	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52r	1	100	1	0	1			1	1		0	1	1	0	52r	rsc	jm_selector_52r	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52s	1	100	1	0	1			1	1		0	1	1	0	52s	rsc	jm_selector_52s	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52t	1	100	1	0	1			1	1		0	1	1	0	52t	rsc	jm_selector_52t	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52u	1	100	1	0	1			1	1		0	1	1	0	52u	rsc	jm_selector_52u	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52v	1	100	1	0	1			1	1		0	1	1	0	52v	rsc	jm_selector_52v	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52w	1	100	1	0	1			1	1		0	1	1	0	52w	rsc	jm_selector_52w	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52x	1	100	1	0	1			1	1		0	1	1	0	52x	rsc	jm_selector_52x	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52y	1	100	1	0	1			1	1		0	1	1	0	52y	rsc	jm_selector_52y	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 52z	1	100	1	0	1			1	1		0	1	1	0	52z	rsc	jm_selector_52z	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 530	1	100	1	0	1			1	1		0	1	1	0	530	rsc	jm_selector_530	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 531	1	100	1	0	1			1	1		0	1	1	0	531	rsc	jm_selector_531	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 532	1	100	1	0	1			1	1		0	1	1	0	532	rsc	jm_selector_532	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 533	1	100	1	0	1			1	1		0	1	1	0	533	rsc	jm_selector_533	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 534	1	100	1	0	1			1	1		0	1	1	0	534	rsc	jm_selector_534	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 535	1	100	1	0	1			1	1		0	1	1	0	535	rsc	jm_selector_535	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 536	1	100	1	0	1			1	1		0	1	1	0	536	rsc	jm_selector_536	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 537	1	100	1	0	1			1	1		0	1	1	0	537	rsc	jm_selector_537	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 538	1	100	1	0	1			1	1		0	1	1	0	538	rsc	jm_selector_538	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 539	1	100	1	0	1			1	1		0	1	1	0	539	rsc	jm_selector_539	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53a	1	100	1	0	1			1	1		0	1	1	0	53a	rsc	jm_selector_53a	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53b	1	100	1	0	1			1	1		0	1	1	0	53b	rsc	jm_selector_53b	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53c	1	100	1	0	1			1	1		0	1	1	0	53c	rsc	jm_selector_53c	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53d	1	100	1	0	1			1	1		0	1	1	0	53d	rsc	jm_selector_53d	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53e	1	100	1	0	1			1	1		0	1	1	0	53e	rsc	jm_selector_53e	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53f	1	100	1	0	1			1	1		0	1	1	0	53f	rsc	jm_selector_53f	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53g	1	100	1	0	1			1	1		0	1	1	0	53g	rsc	jm_selector_53g	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53h	1	100	1	0	1			1	1		0	1	1	0	53h	rsc	jm_selector_53h	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53i	1	100	1	0	1			1	1		0	1	1	0	53i	rsc	jm_selector_53i	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53j	1	100	1	0	1			1	1		0	1	1	0	53j	rsc	jm_selector_53j	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53k	1	100	1	0	1			1	1		0	1	1	0	53k	rsc	jm_selector_53k	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53l	1	100	1	0	1			1	1		0	1	1	0	53l	rsc	jm_selector_53l	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53m	1	100	1	0	1			1	1		0	1	1	0	53m	rsc	jm_selector_53m	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53n	1	100	1	0	1			1	1		0	1	1	0	53n	rsc	jm_selector_53n	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53o	1	100	1	0	1			1	1		0	1	1	0	53o	rsc	jm_selector_53o	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53p	1	100	1	0	1			1	1		0	1	1	0	53p	rsc	jm_selector_53p	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53q	1	100	1	0	1			1	1		0	1	1	0	53q	rsc	jm_selector_53q	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53r	1	100	1	0	1			1	1		0	1	1	0	53r	rsc	jm_selector_53r	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53s	1	100	1	0	1			1	1		0	1	1	0	53s	rsc	jm_selector_53s	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53t	1	100	1	0	1			1	1		0	1	1	0	53t	rsc	jm_selector_53t	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53u	1	100	1	0	1			1	1		0	1	1	0	53u	rsc	jm_selector_53u	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53v	1	100	1	0	1			1	1		0	1	1	0	53v	rsc	jm_selector_53v	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53w	1	100	1	0	1			1	1		0	1	1	0	53w	rsc	jm_selector_53w	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53x	1	100	1	0	1			1	1		0	1	1	0	53x	rsc	jm_selector_53x	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM supply selector 53y	1	100	1	0	1			1	1		0	1	1	0	53y	rsc	jm_selector_53y	16	1	1	0	0	0	flpgsy	invgsye		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
