description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
JM popular-large-charms previous 713	1				100					2	713	isc						712																													isc	1																																																									0
JM popular-large-charms random 713	1				100					2	713	900						"cm2,mag,pre=384"	99																												713	1																												900	1																												0
JM popular-large-charms vitality 713	1				100					2	713	901						"cm2,mag,pre=384,suf=346"	99																												713	1																												901	1																												0
JM popular-large-charms fhr 713	1				100					2	713	902						"cm2,mag,pre=384,suf=266"	99																												713	1																												902	1																												0
JM popular-large-charms movement 713	1				100					2	713	903						"cm2,mag,pre=384,suf=400"	99																												713	1																												903	1																												0
JM popular-large-charms strength 713	1				100					2	713	904						"cm2,mag,pre=384,suf=391"	99																												713	1																												904	1																												0
JM popular-large-charms dexterity 713	1				100					2	713	905						"cm2,mag,pre=384,suf=259"	99																												713	1																												905	1																												0
JM popular-large-charms next 714	1				100					2	714	tsc						715																													tsc	1																																																									0
JM popular-large-charms previous 714	1				100					2	714	isc						713																													isc	1																																																									0
JM popular-large-charms random 714	1				100					2	714	900						"cm2,mag,pre=404"	99																												714	1																												900	1																												0
JM popular-large-charms vitality 714	1				100					2	714	901						"cm2,mag,pre=404,suf=346"	99																												714	1																												901	1																												0
JM popular-large-charms fhr 714	1				100					2	714	902						"cm2,mag,pre=404,suf=266"	99																												714	1																												902	1																												0
JM popular-large-charms movement 714	1				100					2	714	903						"cm2,mag,pre=404,suf=400"	99																												714	1																												903	1																												0
JM popular-large-charms strength 714	1				100					2	714	904						"cm2,mag,pre=404,suf=391"	99																												714	1																												904	1																												0
JM popular-large-charms dexterity 714	1				100					2	714	905						"cm2,mag,pre=404,suf=259"	99																												714	1																												905	1																												0
JM popular-large-charms next 715	1				100					2	715	tsc						716																													tsc	1																																																									0
